file,path,phash
E766DC306.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/E766DC3/E766DC306.tif,d510ba2d1756ee9d8552ac9da976226d1554c893ded92a9a6b25da99b5b54aa7448974a2be0414295302956c5d88a532a2f6ed5841db9b54b1cbebd548e122d5b37c9a0544c649b190276e6ca021b93b4491eecc9268a3b76bf85041b5dc6a2d3afe3904c96e1cdb65df4262bbffa37d44ffb900b6b7dc8659b32e5ba0c9877d
E766DC304.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/E766DC3/E766DC304.tif,ccd633346266619935fb339e8f71198c4a21198ce08abcce6c7dca66b2244567198abf77cf47ea816585d02a3848057fee342ec4059a1302dac724593da190bde678694c787c3ce5b1be1649cecf031e1f218198d316e84c6d9f3c3fb0659e8a4a36cb14a5cf65915bc4b0e8af205f344591bf9eba4c4fcd3d2fa7e7ca57b2f1
E766DC301.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/E766DC3/E766DC301.tif,c68c629e9ad7dcf79a0179ff5584c70e752e28e3b07e077976ea50cac6fe9ce043f8379095d67e81277b8fb00ff64f61fc5aecc63242eb1dfda680be586ddbfee93f00d736b9305c92be89208d2a70a9717d034eda4fcec63055e549e98dd69809206b176059b41f1656c6228490024f2425d1468927d889685bfb00d69afc33
ITOw_5.4_21.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_21.tif,8016936f2f25d523c96982414adff7686d116da09a6ed0ee2ae8b546d5e3aa1a08dd10dddcdcf0e2757e706fd05b3a52a296dbbe2c77df2abd6d6e2938b6d98f9d4dde9f0529b3d8df767f3a7c590355773ea2c88f9bed241981d05085503aad220e410441c2430ce40f1e4e07adb2e129333e58a1d4bca7443eb310c7af2718
ITOw_5.4_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_02.tif,d042aaaa6a955516d5d6aaad18c059f96e83842dd6d166ac2ebd556fd518aaa52a895551d556aaca2ab755e0f47eeab2ac3061dc3b3c97c3d770ae1a2ba5545cfd780aac2afd4557d431aa21281f51a31f7b3003ad05db6f20e6c8769d222ba62bfc15c2b0188a9eb7ae75f657ee16a32efcc2788f2029175156b8a0bd7d1345
ITOw_5.4_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_03.tif,d545288a2beb1556d1faafb5205ba545138605d291e78a1b2aa95d58d538b3ce2fa1457fd46ba2b2222774d2ffceee13859afb9f2d965f8fc5627880033777d6c45e20b23e83555ad7aa90cdbbbf15c5101f8aaefa264cf479f0f075e1b88b252fb25330b662a2fa32c8876b98ad7c1466a6617efd1cd1f65419003988085924
ITOw_5.4_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_01.tif,d91aaaa62a875557f45aaaaf19b9551f36ff3703c463fbc42bbd5556d55aaaac2b975552d552aaab2a8f5558d55baab4e11a69342be754d1d064eabd2bad5d53d472aab82a955547d5f0a8a12a0cb74d5b6200c1a477fdfc6fb71d73d552baaa2e9d5f33dd5a9b262831555ddc58aa2068945c448a20358240e012ac80c7154b
ITOw_5.3_11.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.3_11.tif,b5dc0fa85bc49f51fe45257d379b346f694a9056ea65c01e10a67a56dcca7a536c71452d9baae29738434556c7c7e6c8eee6ffcb60e8c58bd3ceda083c2439dfd2e0cc1339079994d078893777a7d5305c19b985f1f13a2d0603d560d15cba3d21f33411d6171c640066719ee390a7211d1ee527f010a66b26c7bb9ad8bd3563
ITOw_5.4_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_04.tif,e57cbbc265968975f7742efb3b67d27b05f40080c8ff06391a1c962ad1d6bab52ea4d5139a449e2f2b5b1fa799c676a3e37ee4193a73de95a70c8fa50ae415e8c62472d026c55461d7712a9adca85ad94e1b6971962148436a6a1f5f88b2f86e11cbbbb618e99a698e1218fef58ab2fb1ae13a69cc2cd4404f03beb1a030b849
ITOw_5.4_06.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_06.tif,eb7eab893bbccdb8c1389f012f67a313271c9d38d38e503c28c204149464c862237afd67c41aa6bb2eb4705c9f5afecd381fe554189b11c6dbebca0e0a65920eddf128b428f9ad13e378a8504f8d5dbe16ec509c963e84555574b853c7de7ca02b437974f1473a7f37417960d94959b14549089fd139253d72fa971a97bb5506
ITOw_5.3_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.3_01.tif,955aaaaa2b8d5553d502aaa92aad55566ebbf288d45aaaec2a955552d55aaaac2aad5557d572aaae2ba55557d7faaaaaa97e51242ba44553d5388aac2aad5551d458aaac2b8d5557d5faaaa32a0f55471fdac180d408feac2fa55553d47aaaab2a8d5555d562aaae229d55569f5232a320cce524db5900f17452f035825571bf
ITOw_5.4_19.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_19.tif,83d9a8836d909cc38438e39d1b1b21250be3ef948498e735724f06b2ddc53e63008a5117d5071c9a46ef559ce23b24c5d2091a553eca1d978f46c6cb1e61ffe0ff0292a00a8e4b93fd8df88f6d67838c46f5a22850d8aaa028902dfcfd7b2b3c6963ddc45ddb17c82efb5c682894ee603d6107dfcd7287342aa1b5dbffd4d2e9
ITOw_5.4_10.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_10.tif,9b23f252146377c0d160bbe8adf5df4204d182e391e0a6277839f3d7a55eeab7021eb11fd4122e1122fc8ee82c9cae78bebf72190bb02637e585a12f3a6d67dadc5fcfee279ba170bcf4e2025c6f05e7647b60afc01c623c18a7f071e2686a3b2e4a5d08a26bc1e238dd557bde3619b86b7718bef51c0e8611eaa389e1c48018
ITOw_5.3_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.3_04.tif,f5e4beb92f5d7d70b637ae920643c91356229eb6a54138ba26141441d56a896522af9501b102aba366703f79f15bc789ba388d8b6e8c7f1fc400e6712a696746c5dd382d7af90caed56b2ad0f9d5425d5dace5dad8bafaca6dc636e6e1f25d05a5864bc347550aba2629b70db44896cf6f064bdaa87f3664240eae06e45c1231
ITOw_5.4_12.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_12.tif,bc3fccf87c779973872bfa2701cfc85f309c7122dfc2443772a326c6d259b6230903ce2784032b6a26f81111de66101fdb62399c67c93870d2c06edb0f8f7668da73e0042e39bd66fb66caefb715a2420f598d33ff8ff3800f6fb689d4a4af66783610027dd03d2fa1205fe53189dff42d0dd8ead807e5ae2d6a512299640278
ITOw_5.4_16.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_16.tif,d71fa58b2d957543c066f07867699c3a2b153ddfafa70b7a0ab2f197f598fb7520d0cf08d59032872b97936e72e79becd076c6b074049e7ec78a2487658e14a5c64c96b752d9c471d1d0e87998484fed19a26623c1d250673d4c3999f980238c22a1c02d9ffecc980973730643e9167bf9a4526b9d9fb54a0b8e641ecbe46c1e
ITOw_5.3_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.3_02.tif,98349ae40fad1154e452abbc2cfb77f20dfccec2cc220f2d2f375543d470dabc2bfb5553d45aaaac2fcd5747d6d62a96826400f00bf31303c501f8ec3fe57dd9d072efaa2b895542d1228da8ab207dcf1a771af1d0704bbc2bf2051bd05aaeac278e5956daab58b920b7101ddef8b8026b71f2df995084192c82da88ce9d6cd3
ITOw_5.4_08.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_08.tif,c63c57aa2f8d516a81ef1ee430d167924ac5dbf1a92ce2d425b5eb50cfe5ba2009b7d632d999fe086b538f0cb5588d53a31c5dd76b0b1adbf30329a94f2db526ddb669bb2f97151da71a20b0ae10ccb01ed105c484ce1b1f132e3ae3e19672ab60577755a253ef41d3273758cc46ce6a104958c0396cfb926524473b85b569ae
ITOw_5.3_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.3_03.tif,9548eae02bd47551bd70a2e9257567111e7a83e3dd7b0a202a1d7550d568aa8e2bb95556d53aaa212efdd5e7d43eab81807e75660b664541d448acb62ea5555fd57a28936aaf55cbd45eebb6289a76c16f793a01dc7bc7832a3b7537855f8aa929955d5adbb280ab03250e31d8c2c1da077e52048f7e00710166d7aa9ccd99f8
ITOw_5.4_20.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_20.tif,f527eb952da431e5a1403d002211f0f4499668f4e28fe2cd427ab4a4e77011a43f8b961ed50cdaea6f617b48e30feb389cf21a7671cfc45cf19f36aa58bcde88961abca97e6b1090deb83754b0e6f51013cff2c5854da1024e169193c7e2306942fcc4ec77f7da023db18d790c9794ae0712465ae7f33f283fd8449ea690ff0b
ITOw_5.4_15.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_15.tif,dab1e9b823816be1602b7bce2823737a209e944dd89aed857c2775f1fced23631fbee588920e78b9218d9b078f4ea268c35bb0d96f030b9387e4e6226df1b9cc827224ab36f9103bd7f993a2cf7145fe166cdcf419ee394e63ec375784de0b9b629680f2b43937dcbac1065809d80e03e60d8312de45c9d06fd198b9a42a9865
ITOw_5.4_09.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_09.tif,a642d9222d93455be92c0578283ed53e869b7fe0c7e5cb8d12484057b51282992d27ff00de3baad0031efc527140bebc98680f192e000fdff91c09e022fe06fcdce0439f319417cc90166a299ec3646c697f213f937020e67ff30066813fd28c7bd1cb79f98eaf21f7979d0701ea8fe077a48c3ddfa94fce539e2fd2ed0efc05
ITOw_5.4_14.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.4_14.tif,a1c786f834bb02b582fc799f2360905c1fa151ebf7b4777b0895736e8d5a86ef21dd44cad43da2ff6510f550d272b6a69827ee440a43c6fab8f5aa8422f58c5b9563ac182ebb25fedc5e2b3893c656f27bd06c3986498e6927219464f4463eaca8e03f0089d6bae0eec49147f95ea141da3a21bad335184e6933577199ac3b34
ITOw_5.3_05.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/04_06/ITOw_5.3_05.tif,f5ceaac82a8e1450d32b2fa10ef222d75dab9b4e98684443182a6589dc3a833328ba4f839dd6a2c328717c209b6699a9bb3987f42d6902e0c64a2a841e67e457d8732bb531a7f306d478d7d21921079b4f47a81cde2fffec1ae553e4dd0d7bbce47bdd1b3731be1b13cf5ce55ecc541032c44c5d831f9944357f2472d710b4e9
L_ITO_8_6_04.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_8_678/L_ITO_8_6_04.tif,f992d17a7498b6c896f489de43b032e5bc603771b2274f0542852b7f91e1e6742d046cf58c9d3e975a9bab1b879a939aa692179735b261d3e68824db7c6ac53ffe8007e92bf3dc34f0c23b913924211aa0a1b32d89c7cba9168e4ac1d28edac51ebcdaa1a87dd699f5f1d9614fb98401f4cdf656a254b88b3566ab81c20b3396
L_ITO_8_7_11.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_8_678/L_ITO_8_7_11.tif,fa4838567d2126edbda1fe9a7573ac02557b0c32a61f74e9365b3d76f0628f20186c1ef1955864fb09b8d872f13822c3d1f267fc60965ee0c53921a43884f933f4710bc82be47953db72472d12f604970fc0f53df5092ce91e90e44bd509ed0a4e0dcc83bfc2fca7fc88f5af8c42b90423f0f33cbf23d97838c428b2b7332be1
L_ITO_8_6_06.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_8_678/L_ITO_8_6_06.tif,c83df0962ab2a7f5b4dd0ee82b47776e1250e4b59ef6016b0c8df368d5514b9522b67b1eed1481040d2bef24ed394fe2c19073f237fe9eb795d67ecb31012d03c756f3070e2b029cd1f87701e29d033712944c3bdf6ab7580af4ecf8a32509bd6ff8d5cda84e23f4f49c2c70ca2fe31cc16d548ac73d02913aa9cc30aa53052a
L_ITO_8_6_03.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_8_678/L_ITO_8_6_03.tif,aaf702292b2c0cc4c740968e3a4e50dfaee1f536a4a8bd63401b5370e93e5db62aea5378a13be6d525f62dab9b57f61ba009d037235982e9ba4d51e860b7a4bf896879591fe08e16cc26c42fd492e4593f88af3fe1de89384cc6a301e741aa602bb52b20de3c28b20bd7e3ecf0ac9430d92217b6c0e87efc5491fdb6fbd52e98
L_ITO_8_7_12.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_8_678/L_ITO_8_7_12.tif,e373b0ec002348d18f2f76933859720c51add046bece892b3aa98548f29ccef72f96a623dd314a6c391a9dd7f325019baa88660a33eef54ff697d94726d2aa798e539c134f631841dc72dba6d269379820ca3d6991220da40f08579bd2da9bda5ef95230c74807c31c83b4429352b874e1fcf1d5b3ee4dd47eeee878baa484d6
L_ITO_8_6_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_8_678/L_ITO_8_6_02.tif,d31440e038b00512f4f842aa67ccbd567250e542d76894754ba63de1b581af3e3aaa6149a9471553147dc410fcb90e2dc4522a801c438f94f38c61b70bf1c09ddc17cd20526bf472d60de65429076031447bf9e1ccea9c5f2f070634b3ffec22435d7e2f93f4bf7a8c5547e6ff7170084bd7db78abaebdb810725df0f979d556
L_ITO_8_7_13.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_8_678/L_ITO_8_7_13.tif,9a3f0d8b34eba955907e39ce6033b7953c7d538bb563fbdd091f5dfbf254b92c37ab97cc9c5ce2ba2b06851fb194d4e8c517b1e50e27fdf4e40556ac0aa5693de6e3c82c000e7951c6b62b2e06f54d0d658a30cb841ccbfa0a2efd97c0f4a99a26aa3de2e569ae2a0a63f2bf2555f67c01506824e07964301043afe6e084f229
L_ITO_8_6_01.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_8_678/L_ITO_8_6_01.tif,a07ead502917abdccf5d7ece3d85eaacf5153563d942e3d92a7bbdf3b420b3215e3a3468f11373ed0ea572f3f0a57313a21b146e692844ccb707ac3e46c6b3f6f68b64ec70bf3995947a8a575d30364f064be325d4fd80d710c626c8f314347052224a74c8b4d04af2c413e343a3975739abec7c921e147105c183ebce2989d5
L_ITO_8_6_10.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_8_678/L_ITO_8_6_10.tif,cf4798ed2ea28806ac63322a6d01b9a382ed164886b484770e3abb5cf15073540de5d9be98ce39f46a4311ea943e119ecd49f12e5bc83efdb699cd322093a7bec5168c88620e677acf0108ba3fe29fed5243840dc6c3931a6f1eb7f2e5447bae0ae20b94b2d7652a9233d944b5fbf927eeb6aa379bc199425f3a02b8d292546f
L_ITO_8_6_08.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/L_ITO_8_678/L_ITO_8_6_08.tif,aac5cc292333095bc1408aba238ae4bf87a7a97db6ce26de2b0b1496d54736930aed855dd1f978cc08ea42fdccb09c7181243b6d0fd17af0f75ef8300a66bc13950c00c82bd938f2d31a76a00e49de882ac1f191cd53a8ab7b36e37de5537ad338b2f16eb8a6d26349a4f5c3fa7c05cd7d7b83f29dc8a1d31568e3acc253c1d4
ITOem_1b_02.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOem_1b_02.tif,8f3a12bd6cdd5df4f18bdff93b75791d6e8c8155cf15a16a2894767fd9f9ab8e3b379700d0665e8f064f03b3ef66836accf891180433fa51e012ec0271a804b5f57180551206efcc80c6a637ae6667165666451ee0de64db120ad1f1ed2198956fb0165e8d19e61ab2805c4cdceae70ad5604c07f1df498692b699eedcad9c3c
ITOW_3_3_06.tif,/orfeo/cephfs/scratch/mdmc/appliedAI/SEM/backup_folder/Lorenzo D/0605/ITOW_3_3_06.tif,9d615ace3acd46d5e6df44d5eb3a1411f921b739e46db5f971c9955c9d9a922c0cf71e67f0d6de6a6da0dcca8251ed5e8bfd6c101e2a536f852a95252be8bdf5d1b5ead921aa75134cbaadab3483255f15e8b202d4d1abe618479a4c844eaa822c4504bda5051aa132976b1085db16725ac58cedab9d19cc2d082a1ba9d23dbb
